Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Neighborhood,Bldg Type,House Style,Year Built,Year Remod/Add,Garage Cars,Mo Sold,Yr Sold,Sale Condition,SalePrice
2258,0916326040,020,RL,115,16905,Timber,1Fam,1Story,1959,1959,1,7,2007,Normal,170000
2259,0916326090,020,RL,149,19958,Timber,1Fam,1Story,1958,1995,2,7,2007,Normal,257000
2260,0916384050,020,RL,67,8368,Timber,1Fam,1Story,2006,2007,2,4,2007,Partial,231713
2261,0916384070,020,RL,68,8298,Timber,1Fam,1Story,2006,2007,2,9,2007,Partial,267300
2262,0916384080,020,RL,64,9037,Timber,1Fam,1Story,2006,2006,2,12,2007,Normal,265900
2263,0916384150,020,RL,89,10991,Timber,1Fam,1Story,2007,2007,3,12,2007,Partial,239000
2264,0916386170,020,RL,67,10656,Timber,1Fam,1Story,2006,2007,3,11,2007,Partial,248900
2265,0916403040,020,RL,42,10331,Timber,1Fam,1Story,1985,1985,2,7,2007,Normal,174000
2266,0916403290,050,RL,44,13758,Timber,1Fam,1.5Fin,1990,1991,2,4,2007,Normal,187500
2267,0916455010,060,RL,,9303,Timber,1Fam,2Story,1996,1997,2,7,2007,Normal,204000
2268,0916455050,020,RL,,6718,Timber,1Fam,1Story,2001,2001,2,1,2007,Normal,180500
2269,0916455110,080,RL,73,9590,Timber,1Fam,SLvl,2003,2003,2,5,2007,Normal,187500
2270,0916455150,020,RL,80,11305,Timber,1Fam,1Story,2002,2002,3,4,2007,Normal,282000
2271,0916460020,020,RL,,7777,Timber,1Fam,1Story,1996,1996,2,11,2007,Normal,178000
2272,0916475020,020,RL,85,14536,Timber,1Fam,1Story,2002,2003,3,11,2007,Normal,270000
2273,0916477060,060,RL,,11800,Timber,1Fam,2Story,2003,2004,2,7,2007,Normal,279900
2274,0917425190,020,RL,50,35133,Timber,1Fam,1Story,1963,1963,3,5,2007,Normal,186700
2275,0921126010,020,RL,93,15306,Timber,1Fam,1Story,2006,2007,3,5,2007,Partial,283463
2276,0921128030,020,RL,85,12633,Timber,1Fam,1Story,2006,2007,3,9,2007,Partial,392000
2277,0921205070,060,RL,88,12665,Timber,1Fam,2Story,2005,2006,3,2,2007,Normal,281213
2278,0923202134,020,RL,70,8402,Mitchel,1Fam,1Story,2007,2007,0,12,2007,Partial,147000
2279,0923202220,020,RL,200,43500,Mitchel,1Fam,1Story,1953,1953,4,6,2007,Normal,130000
2280,0923203010,120,RM,62,6710,Mitchel,TwnhsE,SFoyer,1996,1997,2,6,2007,Normal,140000
2281,0923204050,020,RL,94,25286,Mitchel,1Fam,1Story,1963,1963,2,1,2007,Normal,132250
2282,0923204140,090,RL,100,25000,Mitchel,Duplex,1Story,1967,1967,2,6,2007,Normal,143000
2283,0923205025,190,RL,,32463,Mitchel,2fmCon,1Story,1961,1975,4,3,2007,Normal,168000
2284,0923225040,120,RM,44,4224,MeadowV,TwnhsE,1Story,1976,1976,2,6,2007,Normal,129900
2285,0923225050,120,RM,44,4224,MeadowV,TwnhsE,1Story,1976,1976,2,8,2007,Normal,134000
2286,0923226300,160,RM,21,1504,MeadowV,Twnhs,2Story,1972,1972,1,5,2007,Normal,85500
2287,0923228200,180,RM,,1533,MeadowV,Twnhs,SLvl,1970,1970,1,7,2007,Normal,106500
2288,0923228220,160,RM,21,1495,MeadowV,TwnhsE,2Story,1970,1970,0,5,2007,Normal,93900
2289,0923228250,160,RM,21,2001,MeadowV,Twnhs,2Story,1970,1970,1,1,2007,Normal,75000
2290,0923228290,180,RM,21,1936,MeadowV,Twnhs,SFoyer,1970,1970,0,12,2007,Normal,84500
2291,0923228390,160,RM,21,1890,MeadowV,Twnhs,2Story,1976,1976,1,4,2007,Normal,75190
2292,0923229010,080,RL,,11333,Mitchel,1Fam,SLvl,1976,1976,2,5,2007,Normal,146800
2293,0923229040,085,RL,72,9129,Mitchel,1Fam,SFoyer,1977,1977,2,7,2007,Normal,153500
2294,0923229100,080,RL,,15957,Mitchel,1Fam,SLvl,1977,1977,2,9,2007,Normal,188000
2295,0923229140,020,RL,61,33983,Mitchel,1Fam,1Story,1977,1994,2,5,2007,Normal,196000
2296,0923230010,060,RL,68,8286,Mitchel,1Fam,2Story,1977,1977,2,6,2007,Normal,157000
2297,0923230120,085,RL,50,6723,Mitchel,1Fam,SFoyer,1971,1971,0,9,2007,Normal,138000
2298,0923230180,085,RL,54,7244,Mitchel,1Fam,SFoyer,1970,1970,2,4,2007,Normal,129500
2299,0923251160,020,RL,124,27697,Mitchel,1Fam,1Story,1961,1961,1,11,2007,Abnorml,80000
2300,0923252080,020,RL,69,7599,Mitchel,1Fam,1Story,1982,2006,2,6,2007,Normal,129500
2301,0923275010,020,RL,,11000,Mitchel,1Fam,1Story,1976,2003,2,6,2007,Normal,135000
2302,0923275200,020,RL,76,8314,Mitchel,1Fam,1Story,1982,1982,1,6,2007,Normal,124500
2303,0923276180,020,RL,65,11625,Mitchel,1Fam,1Story,1983,1983,1,5,2007,Normal,139000
2304,0923400150,020,RL,63,10712,Mitchel,1Fam,1Story,1991,1992,0,9,2007,Abnorml,93500
2305,0923425030,020,RL,62,10447,Mitchel,1Fam,1Story,1984,1984,1,12,2007,Normal,124500
2306,0526302030,020,RL,,11027,NAmes,1Fam,1Story,1954,1954,2,5,2006,Normal,149900
2307,0526302040,020,RL,85,10533,NAmes,1Fam,1Story,1956,1956,1,8,2006,Normal,157500
2308,0526302120,020,RL,,11765,NAmes,1Fam,1Story,1957,1957,3,6,2006,Normal,169000
2309,0526303060,020,RL,,39384,NAmes,1Fam,1Story,1957,1957,2,10,2006,Abnorml,252000
2310,0526354020,020,RL,90,11727,NAmes,1Fam,1Story,1969,1969,2,3,2006,Normal,192100
2311,0527105060,060,RL,60,8238,Gilbert,1Fam,2Story,1997,1998,2,5,2006,Normal,183500
2312,0527106010,060,RL,,13006,Gilbert,1Fam,2Story,1997,1997,2,11,2006,Normal,222000
2313,0527107020,060,RL,,13041,Gilbert,1Fam,2Story,1995,1995,2,2,2006,Normal,170000
2314,0527107030,060,RL,,13031,Gilbert,1Fam,2Story,1995,1996,2,7,2006,Normal,187500
2315,0527107120,060,RL,54,9783,Gilbert,1Fam,2Story,1996,1996,2,5,2006,Normal,202000
2316,0527107240,060,RL,70,11207,Gilbert,1Fam,2Story,1997,1997,2,6,2006,Normal,185000
2317,0527108010,060,RL,134,19378,Gilbert,1Fam,2Story,2005,2006,2,3,2006,Partial,320000
2318,0527108020,020,RL,50,14859,Gilbert,1Fam,1Story,2006,2006,3,8,2006,Partial,240000
2319,0527108030,060,RL,50,13128,Gilbert,1Fam,2Story,2005,2005,2,1,2006,Normal,250000
2320,0527108040,060,RL,72,10463,Gilbert,1Fam,2Story,2005,2005,3,6,2006,Normal,239900
2321,0527108060,060,RL,42,13751,Gilbert,1Fam,2Story,2005,2006,3,5,2006,Partial,309000
2322,0527108090,060,RL,168,23257,Gilbert,1Fam,2Story,2006,2006,2,9,2006,Partial,274725
2323,0527146135,160,RL,68,13108,StoneBr,1Fam,2Story,1994,1994,2,12,2006,Normal,270000
2324,0527158020,020,RL,,8076,Gilbert,1Fam,1Story,1993,1994,2,7,2006,Normal,183500
2325,0527163020,060,RL,,7685,Gilbert,1Fam,2Story,1993,1994,2,5,2006,Normal,165600
2326,0527166030,060,RL,63,9084,Gilbert,1Fam,2Story,1998,1998,2,6,2006,Normal,176500
2327,0527182020,120,RL,30,3701,StoneBr,TwnhsE,1Story,1987,1987,2,8,2006,Normal,130000
2328,0527190050,160,RL,44,5306,StoneBr,TwnhsE,2Story,1987,1987,2,6,2006,Normal,239000
2329,0527190220,120,RL,,6563,StoneBr,1Fam,1Story,1985,1985,2,12,2006,Normal,275000
2330,0527210030,060,RL,59,16023,StoneBr,1Fam,2Story,2005,2006,3,3,2006,Partial,457347
2331,0527210040,060,RL,60,18062,StoneBr,1Fam,2Story,2006,2006,3,9,2006,Partial,545224
2332,0527210050,060,RL,63,12292,StoneBr,1Fam,2Story,2006,2006,3,7,2006,Partial,356383
2333,0527212030,060,RL,85,16056,StoneBr,1Fam,2Story,2005,2006,3,7,2006,Partial,556581
2334,0527212040,060,RL,82,12438,StoneBr,1Fam,2Story,2006,2006,3,7,2006,Partial,361919
2335,0527214060,060,RL,82,16052,StoneBr,1Fam,2Story,2006,2006,3,7,2006,Partial,535000
2336,0527216010,060,RL,92,15922,StoneBr,1Fam,2Story,2005,2006,3,1,2006,Partial,401179
2337,0527216050,060,RL,66,13682,StoneBr,1Fam,2Story,2006,2006,3,10,2006,Partial,438780
2338,0527226010,060,RL,,14762,Gilbert,1Fam,2Story,1948,1950,2,5,2006,Normal,169000
2339,0527250040,190,RL,100,34650,Gilbert,2fmCon,1Story,1955,1955,2,1,2006,Normal,145000
2340,0527252090,120,RL,60,8147,StoneBr,TwnhsE,1Story,2005,2005,2,8,2006,Normal,318000
2341,0527254070,020,RL,69,11302,StoneBr,1Fam,1Story,2005,2006,3,8,2006,Partial,319000
2342,0527256120,020,RL,90,18261,StoneBr,1Fam,1Story,2005,2005,3,9,2006,Normal,470000
2343,0527301010,020,RL,91,14145,NWAmes,1Fam,1Story,1984,1998,2,5,2006,Normal,202500
2344,0527302080,050,RL,,13837,NWAmes,1Fam,1.5Fin,1988,1988,3,2,2006,Normal,229000
2345,0527325160,060,RL,,16659,NWAmes,1Fam,2Story,1977,1994,2,3,2006,Normal,235000
2346,0527327080,060,RL,,18800,NWAmes,1Fam,2Story,1976,1976,2,7,2006,Normal,190000
2347,0527328010,085,RL,,10464,NWAmes,1Fam,SFoyer,1980,1980,2,6,2006,Normal,169000
2348,0527354040,020,RL,80,10400,NWAmes,1Fam,1Story,1988,1988,2,6,2006,Normal,241500
2349,0527355060,060,RL,81,10530,NWAmes,1Fam,2Story,1978,1978,2,7,2006,Normal,188900
2350,0527355280,020,RL,79,10240,NWAmes,1Fam,1Story,1980,1980,2,5,2006,Normal,207500
2351,0527356020,060,RL,80,16692,NWAmes,1Fam,2Story,1978,1978,2,7,2006,Normal,250000
2352,0527356060,060,RL,85,11475,NWAmes,1Fam,2Story,1975,1975,2,2,2006,Normal,179900
2353,0527358090,085,RL,,9927,NWAmes,1Fam,SFoyer,1976,1976,2,7,2006,Normal,172000
2354,0527365010,060,FV,75,9512,Somerst,1Fam,2Story,2005,2006,2,6,2006,Partial,294323
2355,0527375160,080,RL,81,10530,NWAmes,1Fam,SLvl,1975,2000,2,6,2006,Normal,184500
2356,0527376090,020,RL,78,10140,NWAmes,1Fam,1Story,1975,1975,2,7,2006,Normal,153500
2357,0527376110,060,RL,78,10140,NWAmes,1Fam,2Story,1976,1976,2,3,2006,Normal,162900
2358,0527377030,020,RL,78,10140,NWAmes,1Fam,1Story,1974,1999,2,1,2006,Normal,181000
2359,0527378010,020,RL,80,10000,NWAmes,1Fam,1Story,1974,1974,2,6,2006,Normal,155000
2360,0527402210,020,RL,,15870,NAmes,1Fam,1Story,1969,1969,1,3,2006,Abnorml,138800
2361,0527402380,020,RL,71,9353,NAmes,1Fam,1Story,1970,1970,1,7,2006,Abnorml,116050
2362,0527403120,020,RL,,8125,NAmes,1Fam,1Story,1971,1971,0,6,2006,Normal,88000
2363,0527404180,020,RL,60,7200,NAmes,1Fam,1Story,1971,1971,2,3,2006,Normal,97500
2364,0527427210,120,RH,26,8773,NAmes,TwnhsE,1Story,2002,2002,2,9,2006,Normal,190000
2365,0527450010,160,RM,24,2760,BrDale,TwnhsE,2Story,1973,1973,2,12,2006,Normal,105500
2366,0527450080,160,RM,24,2160,BrDale,TwnhsE,2Story,1973,1973,2,6,2006,Normal,125500
2367,0527450210,160,RM,21,1953,BrDale,Twnhs,2Story,1973,1973,1,6,2006,Normal,83000
2368,0527450460,160,RM,21,1890,BrDale,Twnhs,2Story,1972,1972,1,7,2006,Normal,116000
2369,0527451200,160,RM,21,1680,BrDale,Twnhs,2Story,1971,1971,0,4,2006,Abnorml,91500
2370,0527451380,160,RM,21,1680,BrDale,Twnhs,2Story,1972,1972,1,5,2006,Normal,118000
2371,0527451450,160,RM,21,1680,BrDale,Twnhs,2Story,1972,1972,1,7,2006,Normal,89000
2372,0527451460,160,RM,21,1680,BrDale,Twnhs,2Story,1972,1972,1,10,2006,Normal,108000
2373,0527451520,160,RM,21,1680,BrDale,Twnhs,2Story,1972,1972,1,6,2006,Normal,94500
2374,0527452070,120,RL,53,4043,NPkVill,TwnhsE,1Story,1975,1975,2,7,2006,Normal,146300
2375,0527452290,020,RL,65,7514,NAmes,1Fam,1Story,1967,1975,1,9,2006,Normal,145000
2376,0527452310,085,RL,68,7838,NAmes,1Fam,SFoyer,1967,1967,1,12,2006,Normal,123000
2377,0527453070,120,RL,24,2280,NPkVill,Twnhs,1Story,1976,1976,1,4,2006,Normal,137500
2378,0527455100,160,RL,24,2179,NPkVill,Twnhs,2Story,1976,1976,2,7,2006,Normal,144000
2379,0528102010,020,RL,129,16737,NridgHt,1Fam,1Story,2004,2005,3,9,2006,Normal,315000
2380,0528102080,060,RL,72,16387,NridgHt,1Fam,2Story,2006,2006,3,8,2006,Partial,412083
2381,0528106010,060,RL,111,16259,NridgHt,1Fam,2Story,2006,2006,3,9,2006,Partial,342643
2382,0528106120,020,RL,110,16163,NridgHt,1Fam,1Story,2004,2004,3,7,2006,Normal,252000
2383,0528110050,020,RL,107,13891,NridgHt,1Fam,1Story,2006,2006,3,9,2006,Partial,465000
2384,0528112010,020,RL,108,12228,NridgHt,1Fam,1Story,2006,2006,3,9,2006,Partial,293000
2385,0528114010,020,RL,120,14780,NridgHt,1Fam,1Story,2005,2005,3,6,2006,Normal,415000
2386,0528116030,020,RL,98,16033,NridgHt,1Fam,1Story,2004,2005,3,3,2006,Normal,326000
2387,0528118010,060,RL,101,14215,NridgHt,1Fam,2Story,2005,2006,3,11,2006,Partial,325300
2388,0528118020,060,RL,108,13418,NridgHt,1Fam,2Story,2004,2005,3,9,2006,Normal,309000
2389,0528118110,060,RL,120,13975,NridgHt,1Fam,2Story,2005,2006,3,8,2006,Partial,300000
2390,0528120110,060,RL,80,10240,NridgHt,1Fam,2Story,2005,2005,3,3,2006,Normal,275500
2391,0528120140,060,RL,82,9942,NridgHt,1Fam,2Story,2005,2006,2,5,2006,Partial,338500
2392,0528138030,060,RL,85,11924,NridgHt,1Fam,2Story,2005,2006,3,7,2006,Partial,345000
2393,0528142010,060,RL,103,12867,NridgHt,1Fam,2Story,2005,2006,2,7,2006,Partial,344133
2394,0528142060,060,RL,82,10672,NridgHt,1Fam,2Story,2006,2006,3,11,2006,Partial,298236
2395,0528142070,060,RL,82,11643,NridgHt,1Fam,2Story,2005,2006,3,8,2006,Partial,329900
2396,0528142110,020,RL,90,12378,NridgHt,1Fam,1Story,2003,2004,3,11,2006,Normal,360000
2397,0528144030,060,RL,86,11065,NridgHt,1Fam,2Story,2006,2006,3,10,2006,Partial,281000
2398,0528150080,020,RL,121,13758,NridgHt,1Fam,1Story,2005,2006,3,3,2006,Partial,372397
2399,0528150090,020,RL,131,14828,NridgHt,1Fam,1Story,2004,2005,3,8,2006,Normal,378000
2400,0528164040,020,RL,72,11846,NridgHt,1Fam,1Story,2003,2004,3,8,2006,Normal,374000
2401,0528170040,060,RL,56,20431,NridgHt,1Fam,2Story,2005,2006,3,4,2006,Partial,437154
2402,0528172020,060,RL,74,10927,NridgHt,1Fam,2Story,2005,2005,2,6,2006,Normal,275000
2403,0528172150,060,RL,,13215,NridgHt,1Fam,2Story,2004,2004,3,2,2006,Normal,279000
2404,0528174080,120,RL,43,7052,NridgHt,TwnhsE,1Story,2005,2005,2,6,2006,Normal,185850
2405,0528180080,120,RL,48,5911,NridgHt,TwnhsE,1Story,2005,2005,2,3,2006,Normal,282500
2406,0528181030,120,RL,48,6955,NridgHt,TwnhsE,1Story,2005,2006,2,9,2006,Partial,202500
2407,0528181040,120,RL,40,6792,NridgHt,TwnhsE,1Story,2005,2006,2,3,2006,Partial,202665
2408,0528186100,020,RL,61,7740,NridgHt,TwnhsE,1Story,2006,2006,3,6,2006,Partial,332200
2409,0528186110,120,RL,48,6373,NridgHt,TwnhsE,1Story,2006,2006,2,6,2006,Partial,310090
2410,0528188040,120,RL,,3136,NridgHt,TwnhsE,1Story,2003,2003,2,3,2006,Normal,171750
2411,0528218030,020,RL,65,10237,Gilbert,1Fam,1Story,2005,2006,2,10,2006,Partial,169990
2412,0528218060,060,RL,65,10237,Gilbert,1Fam,2Story,2005,2006,2,2,2006,Partial,170440
2413,0528218080,060,RL,65,10237,Gilbert,1Fam,2Story,2006,2006,2,9,2006,Partial,169985
2414,0528218130,060,RL,58,17104,Gilbert,1Fam,2Story,2006,2006,2,9,2006,Partial,179665
2415,0528218140,060,RL,58,14054,Gilbert,1Fam,2Story,2006,2006,3,11,2006,Partial,219210
2416,0528221010,020,RL,102,11660,Gilbert,1Fam,1Story,2006,2006,2,7,2006,Partial,174190
2417,0528221100,060,RL,105,15578,Gilbert,1Fam,2Story,2006,2006,2,5,2006,Partial,172785
2418,0528222010,060,RL,96,11631,Gilbert,1Fam,2Story,2004,2005,3,6,2006,Partial,258000
2419,0528222020,060,RL,75,9073,Gilbert,1Fam,2Story,2006,2006,2,10,2006,Partial,185101
2420,0528228280,120,RL,43,3087,Blmngtn,TwnhsE,1Story,2006,2006,2,11,2006,Partial,210250
2421,0528228325,120,RL,,3196,Blmngtn,TwnhsE,1Story,2003,2004,2,10,2006,Normal,234000
2422,0528228340,120,RL,,3196,Blmngtn,TwnhsE,1Story,2003,2003,2,5,2006,Normal,215000
2423,0528228360,120,RL,,2938,Blmngtn,TwnhsE,1Story,2002,2002,2,5,2006,Normal,246990
2424,0528228415,120,RM,,3072,Blmngtn,TwnhsE,1Story,2004,2004,2,5,2006,Normal,178740
2425,0528228430,120,RM,,3072,Blmngtn,TwnhsE,1Story,2004,2004,2,9,2006,Normal,225000
2426,0528228545,120,RL,43,3010,Blmngtn,TwnhsE,1Story,2005,2006,2,3,2006,Partial,167240
2427,0528228550,120,RL,43,3010,Blmngtn,TwnhsE,1Story,2005,2006,2,6,2006,Partial,156820
2428,0528228565,120,RL,43,3013,Blmngtn,TwnhsE,1Story,2005,2005,2,4,2006,Normal,213490
2429,0528228575,120,RL,53,3982,Blmngtn,TwnhsE,1Story,2006,2006,3,10,2006,Partial,264561
2430,0528228580,120,RL,53,4045,Blmngtn,TwnhsE,1Story,2006,2006,3,10,2006,Partial,246578
2431,0528231050,060,RL,60,21930,Gilbert,1Fam,2Story,2005,2005,2,7,2006,Normal,192140
2432,0528235050,060,RL,,7861,Gilbert,1Fam,2Story,2002,2003,2,6,2006,Normal,183200
2433,0528235130,060,RL,74,9056,Gilbert,1Fam,2Story,2004,2004,2,10,2006,Normal,178000
2434,0528235190,060,RL,59,9171,Gilbert,1Fam,2Story,2004,2005,2,7,2006,Normal,201490
2435,0528240080,060,RL,106,11194,Gilbert,1Fam,2Story,2000,2000,2,11,2006,Normal,230500
2436,0528250060,060,RL,63,7875,Gilbert,1Fam,2Story,2003,2003,2,7,2006,Normal,180000
2437,0528275060,060,RL,,8121,Gilbert,1Fam,2Story,2000,2000,2,1,2006,Normal,172400
2438,0528275080,060,RL,,8658,Gilbert,1Fam,2Story,2000,2000,2,4,2006,Normal,215000
2439,0528280100,060,RL,,11214,Gilbert,1Fam,2Story,1998,1999,2,7,2006,Normal,199900
2440,0528290140,060,RL,58,10852,Gilbert,1Fam,2Story,2000,2000,2,2,2006,Normal,173000
2441,0528292080,060,RL,,12104,Gilbert,1Fam,2Story,2006,2006,3,8,2006,Partial,287602
2442,0528294070,060,RL,66,8738,Gilbert,1Fam,2Story,1999,1999,2,2,2006,Normal,230000
2443,0528315030,060,RL,82,9452,NoRidge,1Fam,2Story,1997,1998,3,6,2006,Normal,348000
2444,0528315070,060,RL,84,9660,NoRidge,1Fam,2Story,1998,1998,3,2,2006,Normal,286000
2445,0528315080,060,RL,83,9545,NoRidge,1Fam,2Story,2000,2000,3,6,2006,Normal,300000
2446,0528320060,060,RL,118,35760,NoRidge,1Fam,2Story,1995,1996,3,7,2006,Normal,625000
2447,0528327010,060,RL,,9233,NoRidge,1Fam,2Story,2000,2000,3,3,2006,Normal,405000
2448,0528344060,060,RL,78,12011,NoRidge,1Fam,2Story,1998,1998,2,6,2006,Normal,280000
2449,0528348010,060,RL,93,12090,NoRidge,1Fam,2Story,1998,1998,2,7,2006,Abnorml,258000
2450,0528358030,060,RL,83,10019,NoRidge,1Fam,2Story,1995,1995,3,6,2006,Normal,350000
2451,0528360050,060,RL,114,17242,NoRidge,1Fam,2Story,1993,1994,3,5,2006,Normal,584500
2452,0528363070,060,RL,,10236,NoRidge,1Fam,2Story,1994,1995,3,6,2006,Normal,321000
2453,0528365090,060,RL,92,10120,NoRidge,1Fam,2Story,1994,1994,3,12,2006,Normal,290000
2454,0528366040,060,RL,,12585,NoRidge,1Fam,2Story,1993,1993,3,10,2006,Normal,315000
2455,0528429060,060,RL,75,12447,Somerst,1Fam,2Story,2005,2006,2,1,2006,Partial,252000
2456,0528429100,020,RL,49,15218,Somerst,1Fam,1Story,2006,2006,3,9,2006,Partial,336820
2457,0528429120,020,RL,49,20896,Somerst,1Fam,1Story,2005,2006,3,1,2006,Partial,423000
2458,0528429130,020,RL,85,10182,Somerst,1Fam,1Story,2006,2006,2,5,2006,Partial,290000
2459,0528439030,020,RL,73,8688,Somerst,1Fam,1Story,2005,2005,3,4,2006,Normal,232000
2460,0528445010,020,RL,85,10936,Somerst,1Fam,1Story,2006,2006,2,9,2006,Partial,199000
2461,0528456200,020,FV,72,8640,Somerst,1Fam,1Story,2006,2006,2,10,2006,Partial,198600
2462,0528477010,060,FV,100,13162,Somerst,1Fam,2Story,2006,2006,3,11,2006,Partial,405749
2463,0528477030,020,FV,81,11216,Somerst,1Fam,1Story,2006,2006,2,6,2006,Partial,232600
2464,0528480070,060,FV,84,10728,Somerst,1Fam,2Story,2006,2006,3,8,2006,Partial,266000
2465,0528480100,060,FV,65,8125,Somerst,1Fam,2Story,2005,2006,2,3,2006,Partial,186500
2466,0528480110,060,FV,65,8125,Somerst,1Fam,2Story,2005,2005,2,2,2006,Normal,200825
2467,0528480150,060,FV,65,8125,Somerst,1Fam,2Story,2006,2006,2,8,2006,Partial,197000
2468,0528488110,020,FV,60,7200,Somerst,1Fam,1Story,2006,2006,2,5,2006,Partial,185000
2469,0528488120,020,FV,62,7500,Somerst,1Fam,1Story,2005,2005,2,4,2006,Normal,176000
2470,0528488130,020,FV,60,7200,Somerst,1Fam,1Story,2006,2006,2,8,2006,Partial,187750
2471,0531363080,020,RL,74,7733,SawyerW,1Fam,1Story,2005,2005,0,1,2006,Normal,139500
2472,0531367010,020,RL,91,11024,SawyerW,1Fam,1Story,2005,2006,2,10,2006,Partial,186800
2473,0531375060,020,RL,63,13072,SawyerW,1Fam,1Story,2005,2006,0,3,2006,Partial,132000
2474,0531375070,020,RL,63,13072,SawyerW,1Fam,1Story,2005,2005,2,3,2006,Abnorml,142500
2475,0531375100,020,RL,63,13072,SawyerW,1Fam,1Story,2004,2004,2,5,2006,Partial,158000
2476,0531376030,060,RL,65,7800,SawyerW,1Fam,2Story,2005,2005,2,4,2006,Normal,184000
2477,0531376050,060,RL,74,7632,SawyerW,1Fam,2Story,2005,2005,2,3,2006,Normal,184900
2478,0531379030,060,RL,70,8304,SawyerW,1Fam,2Story,1997,1998,2,7,2006,Normal,187000
2479,0531450040,060,RL,65,7153,SawyerW,1Fam,2Story,1992,1992,2,7,2006,Normal,175900
2480,0531451290,060,RL,70,9370,SawyerW,1Fam,2Story,1992,1993,2,10,2006,Family,248500
2481,0531452080,120,RL,50,7175,SawyerW,TwnhsE,1Story,1990,1991,2,7,2006,Normal,172000
2482,0531452100,120,RL,50,7175,SawyerW,TwnhsE,1Story,1991,1991,2,6,2006,Normal,151000
2483,0531452210,060,RL,,9019,SawyerW,1Fam,2Story,1994,1994,2,7,2006,Normal,150000
2484,0531478010,020,RH,,8900,SawyerW,1Fam,1Story,1966,1966,1,11,2006,Normal,107000
2485,0531479030,020,RH,60,7800,SawyerW,1Fam,1Story,1965,1965,1,7,2006,Abnorml,119900
2486,0532351060,020,RL,70,9100,Sawyer,1Fam,1Story,1962,1962,2,7,2006,Normal,129500
2487,0532351090,090,RM,70,9100,Sawyer,Duplex,1Story,1963,1963,2,11,2006,Abnorml,125000
2488,0532351150,090,RM,68,8927,Sawyer,Duplex,1.5Fin,1977,1977,2,8,2006,Normal,119500
2489,0532353030,020,RL,,9240,Sawyer,1Fam,1Story,1962,2002,2,3,2006,Normal,144000
2490,0532353180,080,RL,88,8471,Sawyer,1Fam,SLvl,1977,1995,2,7,2006,Normal,151000
2491,0532376080,020,RL,,9308,Sawyer,1Fam,1Story,1965,1965,1,7,2006,Normal,126000
2492,0532376180,020,RL,65,8450,Sawyer,1Fam,1Story,1968,1968,1,11,2006,Normal,116000
2493,0532376250,020,RL,,8638,Sawyer,1Fam,1Story,1963,1963,2,10,2006,Normal,133500
2494,0532378050,020,RL,,13052,Sawyer,1Fam,1Story,1965,1965,1,1,2006,Normal,120875
2495,0532378070,020,RL,,13526,Sawyer,1Fam,1Story,1965,1965,1,11,2006,Normal,137000
2496,0532378130,020,RL,,8020,Sawyer,1Fam,1Story,1964,1964,0,4,2006,Normal,124000
2497,0532378160,020,RL,65,6993,Sawyer,1Fam,1Story,1961,1994,1,6,2006,Normal,135000
2498,0532378220,020,RL,,8789,Sawyer,1Fam,1Story,1967,1967,1,6,2006,Normal,129200
2499,0532476050,080,RL,100,14330,Veenker,1Fam,SLvl,1974,1974,2,1,2006,Normal,260000
2500,0533110130,060,RL,121,16059,NoRidge,1Fam,2Story,1991,1992,2,4,2006,Normal,260000
2501,0533125120,060,RL,105,11025,NoRidge,1Fam,2Story,1992,1993,3,10,2006,Normal,334000
2502,0533127080,060,RL,,14541,NoRidge,1Fam,2Story,1993,1993,3,11,2006,Abnorml,310000
2503,0533128030,060,RL,,13346,NoRidge,1Fam,2Story,1992,2000,2,7,2006,Normal,268000
2504,0533128090,020,RL,89,12461,NoRidge,1Fam,1Story,1994,1995,3,7,2006,Normal,262000
2505,0533206040,120,FV,34,3628,Somerst,TwnhsE,1Story,2004,2004,2,5,2006,Normal,176400
2506,0533208050,120,FV,37,3316,Somerst,TwnhsE,1Story,2005,2005,2,4,2006,Normal,197000
2507,0533212100,160,FV,30,3180,Somerst,TwnhsE,2Story,2005,2005,2,6,2006,Normal,151000
2508,0533212110,160,FV,24,2544,Somerst,Twnhs,2Story,2005,2005,2,7,2006,Normal,147400
2509,0533212120,160,FV,24,2544,Somerst,Twnhs,2Story,2005,2005,2,7,2006,Normal,149900
2510,0533212130,160,FV,30,3180,Somerst,TwnhsE,2Story,2005,2005,2,4,2006,Abnorml,144152
2511,0533221080,160,FV,,2998,Somerst,TwnhsE,2Story,2000,2000,2,6,2006,Normal,166000
2512,0533223010,160,FV,35,3735,Somerst,TwnhsE,2Story,1999,1999,2,3,2006,Normal,183900
2513,0533223080,160,FV,,2651,Somerst,Twnhs,2Story,2000,2000,2,4,2006,Normal,165000
2514,0533223110,160,FV,,4447,Somerst,TwnhsE,2Story,2003,2003,2,7,2006,Normal,139000
2515,0533241010,060,FV,114,8314,Somerst,1Fam,2Story,1997,1998,1,11,2006,Normal,200000
2516,0533242030,020,FV,60,7180,Somerst,1Fam,1Story,2001,2002,2,9,2006,Normal,221000
2517,0533250130,120,RL,30,9549,Veenker,TwnhsE,1Story,1995,1996,2,4,2006,Normal,270000
2518,0533252020,020,RL,,11250,Veenker,1Fam,1Story,1977,1977,2,6,2006,Normal,165000
2519,0533253030,120,RL,,3760,Greens,Twnhs,1Story,1980,1980,2,5,2006,Normal,214000
